gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log2FoldChange_shrunk,symbol
58178,641.386741130192,-7.858058968780268,0.3794879681039115,-20.707004251129703,2.995134643838567e-95,3.5136554057464157e-93,-7.821797987795485,Sorcs1
494448,1469.6174115822148,-1.687601347853993,0.08150861797354711,-20.70457566096494,3.1499664881992924e-95,3.671903973395859e-93,-1.6821201259629563,Cbx6
218121,574.8019393758225,5.382358401598208,0.2605270115037811,20.659502331565694,8.018644919832428e-95,9.288515857451175e-93,5.352063177647683,Mboat1
12338,676.8308612821246,-8.327503322391951,0.4031458527203053,-20.656304080025873,8.567643451094054e-95,9.862428567640643e-93,-8.288183886103978,Capn6
65973,3495.6724449064623,-3.2304634161726002,0.15655041365644648,-20.635291473978008,1.3234509576065346e-94,1.5139950147327425e-92,-3.2214239079269653,Asph
51789,4907.85227018048,2.009724928460099,0.0974132910313056,20.630910907365156,1.4489493143129166e-94,1.6473301525318086e-92,2.00378980190678,Tnk2
14766,6076.716427608323,-3.257078031278612,0.15845349484340363,-20.555419332956436,6.883298096287195e-94,7.777704560577764e-92,-3.243982857938068,Adgrg1
226922,614.7545688629161,-8.891916318036555,0.43283314708863946,-20.543519778570907,8.795179613055181e-94,9.877415738612826e-92,-8.860879079045159,Kcnq5
16772,9172.129242954034,-4.202473714550078,0.2045917863392207,-20.540774337745027,9.306695361231339e-94,1.0388528191706595e-91,-4.1825753969252615,Lama1
11838,19863.253992738966,-5.086506284552974,0.24782797030632733,-20.52434306856408,1.3051545732721535e-93,1.4480925861762968e-91,-5.062196950295255,Arc
27375,1082.6215018909245,5.280636222775309,0.25931509253063506,20.363782806631136,3.50453213227508e-92,3.8650582522300847e-90,5.258521042275344,Tjp3
29810,6547.674962462096,-1.915627976988414,0.09414562164410542,-20.34749936890298,4.885701957323642e-92,5.35624158630874e-90,-1.9126252119718068,Bag3
14708,315.6409122301307,2.0703946399032542,0.10187371789878483,20.323147938512122,8.026101847858632e-92,8.747026262358596e-90,2.063713401432855,Gng7
14609,4629.775650021896,-5.071311649124744,0.24973563450800101,-20.30672018078489,1.121478008235827e-91,1.2150224679816154e-89,-5.047122156876953,Gja1
27226,509.0190086824862,-7.003924550845661,0.3449757132435137,-20.302659816233742,1.2180983611123106e-91,1.311984538886932e-89,-6.969675511586555,Pla2g7
268749,1226.1441112714663,-1.7943313695912115,0.08844787499136353,-20.28687935992152,1.679213416354928e-91,1.798125157117736e-89,-1.789515537242226,Rnf31
214804,712.3370552431129,-2.6094346144244227,0.1289217641181055,-20.24045072819446,4.312077994859958e-91,4.590742919614491e-89,-2.5993346459991864,Syde2
12444,1050.7512806844436,-6.670397403804123,0.3296288174236928,-20.236086929348286,4.711235728601922e-91,4.9868700947925396e-89,-6.645073565269355,Ccnd2
68010,728.5622084117604,-2.65176259915384,0.13104464461240542,-20.235566336930713,4.761251036075979e-91,5.011012661854136e-89,-2.6415209659214227,Bambi
12298,766.8701679592491,-5.708183769312721,0.2821571526667268,-20.23051237710429,5.275196903159411e-91,5.5203736683176146e-89,-5.678985134996947,Cacnb4
74424,424.82335647996223,4.952980784359841,0.24548463345692886,20.176337372371044,1.580308448720186e-90,1.6444136163010387e-88,4.930198315263106,Tmc5
17181,3568.8158491787344,-7.53785863007177,0.373934868758174,-20.158212725934767,2.2796892237599048e-90,2.3456601186150794e-88,-7.4976272660342405,Matn2
242505,911.6618582390194,5.99441092610454,0.29736673363859745,20.15831042281214,2.275193050511437e-90,2.3456601186150794e-88,5.969964786922246,Rasef
666048,859.8047945962006,-5.992829664815025,0.2977326466757623,-20.128224874651902,4.176913016031071e-90,4.273910218292237e-88,-5.964586164507134,Trabd2b
22240,1558.983596655474,-7.177878936347445,0.35822586456076533,-20.03729949859573,2.6052416494927324e-89,2.6510132983622732e-87,-7.134979804048434,Dpysl3
58998,556.17652401959,-4.780392550735755,0.23897335572442496,-20.00387254991022,5.095786066073629e-89,5.1568235035683576e-87,-4.756422111024534,Nectin3
59091,1520.266605278167,-8.16982559167197,0.4091052779422053,-19.96998335676845,1.0048687028391427e-88,1.0113481840924225e-86,-8.132972281052073,Jph2
330222,1607.9900847202443,-7.806558501751872,0.39125055354980637,-19.95283695044816,1.4162011745799537e-88,1.4175865887724775e-86,-7.765906641724647,Sdk1
319670,326.9265130803189,2.073298884952436,0.10423908626420603,19.88984131823086,4.9832480297100794e-88,4.9611601195243375e-86,2.0660854357378033,Eml5
208936,1392.3949097319685,-8.283368542824482,0.4166421644882767,-19.88125362443377,5.913764411228812e-88,5.855898544409261e-86,-8.239428224797557,Adamts18
